inning,pitch_count,velocity_drop,earned_runs,pitch_type,pitcher_hand,batter_side,next_batter_side,batter_slugging,replace_decision
7,96,0.807710489929609,7,Cutter,L,L,S,0.49830077012581436,1
1,68,6.917090983688399,0,Curveball,R,S,S,0.5334143310346879,1
3,105,0.21031879104578355,1,Sinker,L,L,R,0.36810491225020114,1
9,73,7.287976177952516,7,Changeup,R,R,L,0.36490143469425695,1
6,37,2.4459615544112054,3,Changeup,R,R,S,0.5157334916225937,1
6,46,4.065781613506141,4,Curveball,L,L,R,0.35429788887713554,1
5,91,1.0583641980178244,5,Slider,R,L,R,0.7167213999487951,0
3,141,7.218039755013482,2,Slider,R,S,S,0.796925097918328,1
5,124,5.998689787075238,4,Changeup,R,L,L,0.3265113076907399,1
1,88,7.393244692864274,3,Sinker,L,R,R,0.5451550334334854,0
3,90,5.4658324089453,6,Fastball,L,R,S,0.2872268263891439,1
4,136,1.477550213938609,3,Cutter,R,L,S,0.31134278455780084,0
5,51,2.4661360238899945,0,Curveball,L,L,S,0.6595813900726168,0
9,128,3.8947886008277868,1,Fastball,L,S,L,0.31980806438581294,0
4,116,4.858065642881655,2,Sinker,L,R,L,0.6494007059552407,0
3,20,7.411675498690189,0,Cutter,R,R,R,0.442417231679939,0
1,127,3.0716117263131117,4,Changeup,L,R,R,0.4876756126117096,1
6,133,5.624576175257167,6,Curveball,L,L,S,0.35564701940995147,0
7,60,7.688070791286575,1,Fastball,L,R,R,0.5293887691814138,1
8,27,1.218992507323624,7,Cutter,R,L,S,0.3989329506017719,0
1,49,6.901676710236385,2,Changeup,L,S,R,0.3047396865171038,0
4,65,3.365648563145589,4,Changeup,L,L,L,0.2834438338252986,1
5,124,5.859374207434694,2,Cutter,R,S,L,0.7997941771709849,1
2,115,2.3483067098966695,2,Slider,L,S,S,0.40737978676781567,0
1,80,2.6718737461280124,5,Slider,L,L,R,0.6829548395332881,1
8,108,0.21706579894452904,5,Cutter,L,S,R,0.40483106161428717,1
6,145,7.771233225335677,7,Cutter,R,L,R,0.5737755576397815,1
5,80,6.507620601846275,6,Cutter,L,R,S,0.7046974839402624,0
9,139,0.7513436634097639,1,Changeup,R,L,R,0.6176204387586794,1
2,140,7.996070365310196,5,Sinker,L,S,L,0.24144572095216993,1
8,67,4.8401967776235315,4,Sinker,R,S,R,0.3156655712948656,1
9,78,6.829829103715064,5,Curveball,L,R,L,0.7241501084139257,1
1,30,0.5332861062229517,6,Changeup,R,L,R,0.482733907138922,1
7,44,3.1156094279353894,6,Changeup,R,R,S,0.5590817798976706,1
8,65,5.357208978428879,0,Slider,L,S,S,0.2146716960372218,1
3,73,0.8514697495976122,0,Cutter,R,L,R,0.4923899892771338,1
4,53,3.911222709232005,0,Changeup,L,S,R,0.4585138766573242,0
3,103,3.5414229963531323,6,Changeup,R,L,L,0.6117176136242592,0
7,81,1.7283217957886379,2,Cutter,L,R,S,0.36466844532566955,1
9,76,2.402158686814418,3,Sinker,R,R,R,0.6463345427105007,1
3,112,7.736946835959859,1,Curveball,L,S,S,0.6025375160329741,1
6,135,2.309187888079488,0,Slider,R,R,S,0.5058270171951322,1
8,95,1.7074090717472883,1,Fastball,R,R,R,0.4253905506176753,0
6,95,4.2896733685466675,5,Sinker,L,S,R,0.3811949321586492,0
2,56,5.367664272562383,7,Changeup,L,S,R,0.5210597170465499,0
7,49,5.800744888556519,2,Curveball,R,S,R,0.5460943510583669,1
2,61,6.0339774759753295,1,Fastball,R,L,L,0.46887923934949066,0
2,80,0.29465993211802477,0,Sinker,R,S,R,0.39234468082046914,0
2,67,3.1500832030365062,0,Sinker,R,L,L,0.7279402348930553,0
1,103,6.191664638264721,6,Cutter,L,S,R,0.38612775708277147,1
1,112,7.238816814401035,2,Fastball,L,L,S,0.603299539701111,1
7,87,4.817600986662266,2,Cutter,R,S,R,0.742895282918598,1
5,65,0.41845482807748535,4,Sinker,L,L,L,0.588109827648496,1
3,132,3.1731664468410496,2,Sinker,L,R,R,0.4195538660030151,0
1,47,0.5938169269476372,3,Sinker,R,S,R,0.37832473276839473,0
6,96,5.988302901476676,3,Curveball,R,S,S,0.7120410471813365,0
1,140,0.5080437542533218,0,Sinker,R,L,S,0.4939738345462324,1
9,22,1.485848533881418,7,Fastball,L,R,L,0.5560207769677342,0
2,56,3.335667391718194,5,Slider,L,R,R,0.5577798835668877,1
1,111,3.701186936918976,2,Curveball,R,L,R,0.5202810387270906,1
7,102,3.2518536025200984,3,Fastball,R,S,S,0.7587957954328293,1
6,36,3.707173172848,6,Changeup,R,R,L,0.7586205055500954,1
6,140,5.705913216161599,3,Fastball,L,S,R,0.22425289397815146,1
5,106,2.9541505836443323,6,Fastball,R,L,L,0.5033996303211445,1
4,59,4.382003673204953,4,Slider,L,S,L,0.5393406057160992,0
4,92,2.426954060229858,5,Curveball,L,R,L,0.7553350798364022,1
3,48,2.829019960723861,6,Changeup,L,L,S,0.24179459632267586,1
8,61,4.9103916723366465,5,Sinker,R,R,S,0.6734447120661486,1
7,48,3.92395721309616,2,Curveball,L,S,R,0.5854512141824467,1
9,85,5.784290358874249,4,Curveball,L,S,L,0.6394995301753138,1
1,143,4.484308704413998,5,Changeup,L,L,L,0.3750232201986452,1
7,139,6.428592683070983,7,Changeup,R,R,L,0.6479676406531154,1
4,128,3.5472657039577324,5,Slider,R,R,R,0.36960337214533967,1
7,111,3.928268958934412,6,Cutter,L,R,R,0.6054005437611593,1
1,131,5.3597707912075165,1,Slider,L,L,L,0.6722134790604013,1
5,71,1.769951555296391,4,Sinker,L,S,L,0.6699839925276145,0
3,79,3.087436295450087,5,Changeup,L,S,L,0.5266236728401616,0
5,113,4.9987299520936626,1,Fastball,L,S,R,0.4481403374257149,0
4,117,0.2310101541258911,1,Fastball,R,R,L,0.3461324192607121,1
2,33,3.495771469071533,7,Curveball,L,L,L,0.2200971687469102,1
4,70,4.790799490448935,5,Curveball,R,R,S,0.22933703944367223,1
3,43,7.7390042558255825,6,Cutter,R,L,L,0.4511093849758709,1
1,126,7.016132492941369,2,Cutter,L,R,S,0.2569619591291358,1
8,92,2.245935623541265,1,Cutter,L,L,L,0.26717806556143264,1
5,103,4.057680832231398,1,Cutter,L,R,S,0.31682079825970333,0
4,80,0.45131498128073044,7,Fastball,R,R,S,0.48878447013541704,0
5,125,1.926035318542457,4,Changeup,L,L,R,0.555050375804586,1
4,113,6.198846944544721,2,Sinker,R,S,L,0.616559879922951,1
3,82,0.9865120982027564,7,Sinker,L,S,L,0.49173200471053896,0
5,114,2.061524198671653,6,Cutter,L,L,L,0.5988419687028901,1
4,54,7.552340013886464,2,Slider,R,L,S,0.7172649035837202,0
1,86,6.590846403939664,1,Sinker,L,S,R,0.4244978140809456,1
3,75,6.254621701191296,6,Cutter,R,R,S,0.6129433618077009,0
8,59,6.916459922417254,4,Fastball,L,S,S,0.5951034829141766,1
7,148,5.9968454926588315,4,Curveball,R,L,S,0.5818973952522744,1
2,43,0.9646897289458796,4,Slider,R,R,L,0.5500975756476169,1
1,121,4.132490611881851,7,Cutter,L,L,S,0.6356946899432625,0
3,134,3.553951366418576,4,Fastball,L,S,S,0.6911259827630873,0
5,94,2.4892126261630407,0,Curveball,L,R,R,0.43527768728129523,0
1,30,6.672323277756844,6,Cutter,R,S,L,0.5928579180534908,1
3,55,3.7131136189938694,7,Fastball,L,S,R,0.34910654445394657,1
3,82,0.4823808108603975,5,Fastball,L,S,L,0.6536037419605931,1
5,99,2.199724669762146,7,Changeup,L,R,R,0.7282359905748903,1
3,107,1.8289684642355608,7,Fastball,R,S,L,0.6568835615938238,1
9,49,7.0998310784902685,1,Cutter,R,R,L,0.49465444247470175,1
1,122,5.179504805111999,1,Fastball,R,S,S,0.2800625407850336,1
4,131,4.483010127056601,1,Slider,L,S,R,0.7238618505878656,1
4,103,4.0531939334296405,2,Fastball,R,L,L,0.6887729735619725,0
1,124,5.200904220331724,6,Fastball,R,S,S,0.6188022862831968,1
2,40,6.039004374216998,2,Sinker,L,R,R,0.7108909250788864,0
1,56,4.435077646652079,4,Slider,L,L,L,0.5198160789534982,1
6,46,7.506283321220884,5,Cutter,L,R,L,0.7944694212399523,1
3,121,7.814673365203077,6,Curveball,L,S,L,0.7022436358132009,1
7,57,7.962738532870584,2,Changeup,R,L,S,0.2981577653917187,1
5,79,5.355128880709158,3,Sinker,R,L,R,0.44129227985650166,0
9,89,7.460963734047027,6,Curveball,R,L,L,0.30208101596593906,1
7,51,3.2358375624636375,1,Cutter,R,R,L,0.3345564360748067,1
4,99,6.876739129979082,1,Cutter,L,L,R,0.5005834818906627,1
5,121,7.273394389917447,0,Sinker,R,L,R,0.4168395870761848,1
5,121,7.2331237786582046,0,Slider,L,R,R,0.7458442871373738,1
5,49,6.646770263267053,3,Curveball,L,R,R,0.20006968387052673,0
9,41,3.2527932931300034,0,Fastball,R,R,L,0.20621320383001987,0
3,38,1.2712598558458748,5,Slider,L,S,S,0.7522201065466743,1
6,50,2.671650850755567,4,Slider,L,R,R,0.34341094516782866,1
8,39,6.138308554384744,4,Changeup,L,R,S,0.20148298802171577,1
9,149,1.863084090639802,6,Slider,L,L,S,0.46256974414842944,1
7,59,3.826176518607779,1,Curveball,L,S,S,0.31738912626838667,1
3,110,4.523196143877376,7,Cutter,R,L,R,0.23199793925627335,1
1,91,4.830868499503002,4,Sinker,L,R,S,0.5182819274198864,0
4,128,7.485804387030389,0,Changeup,R,R,S,0.28410679731167193,1
6,46,5.2919441633145405,3,Sinker,L,L,L,0.7021271238104285,1
3,98,6.290390528618418,7,Sinker,L,S,R,0.3812974797884505,1
1,97,4.655026783133067,5,Fastball,R,S,R,0.33299438803125414,0
6,36,6.668642550895706,7,Curveball,R,L,R,0.6438541332318055,0
1,103,2.1093089045581026,4,Fastball,L,R,R,0.7091890086186583,1
9,107,1.6790213733503139,1,Slider,R,S,R,0.2558603492702712,0
1,93,7.4105603900637576,1,Curveball,R,S,L,0.29094313382448417,1
6,146,5.547847010859027,7,Sinker,R,L,S,0.4847300751395468,1
1,121,5.372204616465769,5,Changeup,L,S,L,0.5541324834587884,1
7,115,3.7383619090275992,0,Sinker,R,R,S,0.24995845090838026,1
3,70,3.013578074348084,4,Changeup,R,L,R,0.42500682026970166,0
6,120,4.44552955582911,0,Fastball,R,S,L,0.7385611179252771,1
7,90,0.9645307953733369,1,Cutter,L,R,R,0.725648815523533,1
1,90,3.637700488664862,3,Sinker,R,R,R,0.3867348573974767,0
1,29,3.6429416357238473,4,Changeup,R,L,S,0.3364580328123147,0
5,116,4.306692103554122,6,Fastball,L,L,S,0.5496598640593471,0
6,25,5.077484914937618,3,Cutter,R,R,S,0.2576745664846173,1
9,96,7.658546927882897,5,Curveball,L,R,L,0.34002237501464483,1
1,96,5.217353016734055,4,Changeup,L,S,S,0.30005412002437354,0
4,21,7.069801215627292,1,Changeup,L,S,R,0.32464535389664456,0
8,70,4.45043089175331,4,Sinker,R,S,S,0.3288885011480699,0
9,140,5.015423061019918,1,Sinker,R,S,S,0.5764904898172367,1
3,147,0.5586956248765569,2,Fastball,L,S,S,0.49286756089675154,0
2,21,1.0661097830753246,1,Changeup,R,L,S,0.7173757153737486,0
4,70,4.637363481580317,1,Fastball,R,S,R,0.6413699764627825,1
2,89,3.165702959664234,5,Changeup,L,S,S,0.4993122970996041,1
1,39,6.390484158924014,4,Fastball,R,S,R,0.384452252892448,1
3,42,4.345422998993408,3,Changeup,R,R,L,0.6991774116963928,1
7,73,7.058328311610703,1,Curveball,R,S,L,0.24772199340628073,0
1,76,7.77865342769833,7,Sinker,R,L,R,0.6085999403927524,0
2,134,1.18108148097188,4,Curveball,L,R,L,0.2678019680312009,1
1,142,3.1586220132450125,1,Fastball,R,R,S,0.51967784837984,0
8,55,5.319848201904247,0,Curveball,L,S,S,0.7409686373261037,1
5,90,2.4439100432027976,7,Fastball,L,R,S,0.34284042443158064,1
8,88,2.136258701771961,0,Sinker,L,S,L,0.24711811804434286,0
3,77,6.509908485030693,0,Fastball,R,S,R,0.4036993721223272,0
7,82,7.843027752469943,7,Sinker,L,S,L,0.48695441488236907,1
8,35,6.190426649979851,0,Slider,R,L,L,0.63488523505228,0
6,97,4.189412982432908,3,Curveball,L,R,R,0.2178399015775651,0
7,141,3.5400898555625178,7,Slider,R,R,R,0.27852972366199424,0
2,21,4.317181764242919,5,Sinker,L,R,L,0.44644044521978044,0
8,133,3.7027176175018868,1,Sinker,L,R,L,0.2570127438698808,1
5,133,4.0231044542853445,0,Slider,L,R,R,0.7735343389624603,1
7,143,1.6276244042338215,4,Sinker,L,S,R,0.5065932818922592,1
1,105,7.229935594474621,0,Changeup,L,S,L,0.42616011420958033,1
5,148,6.036280012186145,2,Fastball,L,S,S,0.7878363888435456,0
1,40,5.44781938154576,2,Cutter,L,L,S,0.5876568855033006,1
8,20,7.599399767795785,5,Slider,L,L,S,0.509493735060754,0
4,77,2.275154655302704,3,Changeup,L,L,R,0.34468071963227465,0
4,20,0.6492752871489138,6,Curveball,R,L,S,0.3518471816124378,0
2,26,6.609109282842653,2,Cutter,R,R,S,0.41736040076959086,1
5,70,7.987335709194039,7,Sinker,R,L,R,0.6504355266432029,1
1,22,4.627459504161595,4,Fastball,L,R,R,0.6896029571447911,0
9,50,0.4704751033014549,0,Changeup,R,R,R,0.315244752877228,0
5,119,6.24374432123953,2,Cutter,L,R,S,0.690446954853492,0
6,81,0.5899923907667324,2,Fastball,R,S,S,0.3985629406178812,0
2,127,4.32011189007425,3,Fastball,R,S,S,0.32017724529321834,1
1,74,2.2202597936842166,7,Cutter,L,R,S,0.31686954395224254,0
4,63,7.320214244739163,2,Changeup,R,L,R,0.4780582839683499,0
7,100,3.61064970607588,7,Sinker,L,R,S,0.6602783143990667,1
6,49,7.187706787828427,0,Cutter,R,S,R,0.5424292970764764,1
1,85,2.3926486820365405,5,Slider,R,L,L,0.4787881889477778,1
1,33,3.09890067057081,6,Fastball,R,S,L,0.21080982185799488,0
8,120,7.576953505976644,5,Curveball,L,L,L,0.5381367865594212,0
4,125,1.6105156074530829,7,Sinker,R,S,S,0.6048235999914519,1
5,122,4.628009213209161,5,Cutter,L,R,R,0.2588427453840053,1
7,81,3.108082628480891,6,Cutter,R,S,L,0.7737062650279742,0
8,94,6.193335080549819,7,Fastball,R,L,R,0.2549248570441926,0
7,98,1.0343709693708592,1,Fastball,L,S,S,0.6144059759955505,1
2,126,3.497719752037348,0,Cutter,L,L,S,0.5147329041862074,0
4,115,5.591461014762105,2,Curveball,R,S,L,0.7305134840436671,1
1,59,3.2561298800492784,2,Fastball,R,S,L,0.4484563157307513,0
9,126,0.46825391420301354,6,Fastball,L,R,L,0.505125893944258,1
3,36,5.640898090682751,2,Slider,L,L,S,0.5317541909411789,0
3,34,4.025586621479865,3,Changeup,R,L,S,0.7249081751965833,1
9,35,0.09046949344080435,4,Slider,L,R,L,0.6797884334799085,0
3,32,4.901247161826984,0,Curveball,R,S,S,0.3680658270769879,0
8,55,7.359048180230292,5,Changeup,L,L,S,0.7731534979974486,1
2,62,0.8882075856935119,2,Cutter,L,L,L,0.6518421798949869,1
3,133,4.725369880073352,6,Curveball,R,L,S,0.20722669023109241,1
2,93,5.829351054101043,1,Curveball,R,R,S,0.31024737344271386,1
1,100,0.5661893611224436,3,Slider,R,R,R,0.7134836935841486,1
2,113,0.18092366531349047,4,Changeup,R,L,R,0.5875180069113084,1
8,49,3.713566933159578,2,Curveball,L,S,R,0.35487740193219397,0
9,49,6.3294934978749104,5,Changeup,L,S,S,0.3028532880102693,1
2,29,1.2857552807946266,0,Sinker,L,R,S,0.2880511567133708,0
7,118,6.693098177719383,1,Cutter,L,S,R,0.3908632682713711,1
5,113,5.252618043388769,5,Changeup,L,R,R,0.7391180222962774,1
3,58,2.657386302307885,3,Slider,R,L,R,0.4112278004913366,0
9,56,4.126606387939596,0,Slider,R,L,L,0.5964203387563304,1
6,108,7.724599837813908,6,Curveball,L,L,R,0.26693939074457773,1
1,33,1.7314957650587104,0,Changeup,L,R,R,0.5188397408038856,0
5,58,3.9962831819523217,3,Slider,R,S,R,0.40572465605274444,1
7,149,4.995892448860966,6,Fastball,L,L,L,0.2963126178151243,0
4,62,1.10411684380533,0,Slider,R,S,L,0.6786672434084261,1
8,27,0.3481767089864771,7,Cutter,L,S,S,0.6893237239928784,1
5,115,0.10767962345177029,6,Fastball,L,R,R,0.3837626618601153,1
9,84,2.59754285280013,6,Changeup,L,R,R,0.5922595977177922,0
9,98,0.5915783558789229,1,Sinker,R,S,S,0.4364433535727315,0
9,87,6.430159620328917,1,Curveball,R,S,R,0.2266857026858185,0
1,111,7.978556217293968,7,Fastball,L,L,S,0.456666517886732,1
2,29,0.4904305738757122,6,Slider,L,L,R,0.5455164354672248,1
3,94,3.4618102074675168,0,Curveball,R,L,R,0.37942204760431775,1
4,80,0.20585698386059814,2,Sinker,R,S,R,0.7693374287125874,1
9,66,1.0719271260581058,7,Sinker,L,R,S,0.5348259310045644,1
6,22,2.5833804872853925,0,Curveball,R,S,S,0.42288184326523304,0
1,122,3.149585704461199,2,Curveball,L,L,S,0.6410120509445965,0
9,36,7.518263571429121,0,Curveball,L,L,S,0.40455214609781465,1
6,41,3.166694470055167,5,Changeup,L,R,S,0.21482369511280705,1
4,135,3.9702212724592174,4,Changeup,R,S,L,0.20495644666651103,1
4,110,1.9646669461909312,1,Changeup,R,L,S,0.3811817735949284,0
3,123,0.0010011100526039485,0,Slider,L,R,R,0.2935904291254175,1
7,22,7.194675653865081,1,Changeup,L,L,L,0.4114779489099853,1
3,71,0.6537180562904386,3,Curveball,L,R,L,0.6617963944204369,0
2,130,7.713990728289833,4,Fastball,L,S,L,0.3854303332239932,1
8,61,1.046752832802082,2,Fastball,R,R,L,0.5357884135144382,0
4,149,4.839027846003522,7,Sinker,L,S,S,0.7517873930590582,0
8,58,7.995284702853096,3,Fastball,R,S,R,0.6189757158616633,0
1,65,1.107716768557407,4,Fastball,L,L,S,0.5370548881345736,0
5,67,3.391544679518594,3,Fastball,L,S,S,0.7202334403547892,1
9,46,6.243389351771812,1,Sinker,R,L,L,0.39838636135111777,0
1,34,0.2575211987997461,5,Cutter,R,L,S,0.31870684833137525,0
4,26,5.518262009120356,4,Fastball,R,S,L,0.648301698232832,0
6,128,0.6429867031263958,3,Fastball,R,R,S,0.23527631612046424,0
8,61,1.892161138185811,2,Fastball,R,S,L,0.45450944273612187,1
3,28,1.2806092999468834,4,Sinker,R,S,L,0.37224589944343023,0
5,124,7.25869145317549,4,Slider,L,R,L,0.7827950015697125,1
7,95,1.4436537342534468,3,Cutter,R,L,L,0.4262573783314465,0
1,49,0.3234727641212576,5,Fastball,L,L,S,0.5980574763222841,0
7,103,4.701005427582097,7,Sinker,R,S,S,0.3610907584792826,1
8,145,2.769447403277616,6,Sinker,R,R,R,0.7899035364875819,1
8,103,3.2456497651309313,6,Changeup,R,R,R,0.3082350220292922,1
9,73,0.9525019589003758,6,Slider,L,R,L,0.7440216713627461,1
6,129,5.985875931465556,6,Sinker,L,R,R,0.4672229729038742,1
6,46,4.812429197148144,0,Sinker,R,S,R,0.4563653265430117,0
2,103,2.91373635798624,2,Cutter,R,S,L,0.6207783387823781,0
3,26,1.3725995501050878,2,Changeup,L,L,L,0.255990504866996,0
4,123,4.747613913364483,6,Changeup,R,R,L,0.5280153611373299,1
4,91,6.228778236059019,3,Slider,L,S,R,0.33198239413386743,1
8,21,2.499178270937559,5,Sinker,R,S,L,0.2942730131770096,0
1,69,0.20688306830877679,1,Changeup,L,R,R,0.726484711440124,0
4,37,1.714751878023872,1,Curveball,L,R,L,0.7983720718333753,0
4,35,5.459182551142634,6,Slider,R,L,L,0.7827181145198256,0
1,71,7.9127710196553815,7,Slider,R,R,S,0.6926967920309735,1
3,103,0.1070099152702122,0,Curveball,L,L,S,0.751982380528118,0
5,115,2.449228497056806,7,Slider,R,L,L,0.7545275256008279,1
6,61,0.4961669635907109,0,Changeup,R,R,S,0.30581687582359357,0
9,132,2.5307943021042574,3,Changeup,R,R,S,0.25141908034348454,1
9,143,3.24731474501937,5,Changeup,R,S,S,0.2760713571931116,1
9,34,7.36689673557004,1,Curveball,L,R,S,0.2975626312262112,1
1,109,0.6444863952398299,2,Changeup,L,R,R,0.6934681915339751,0
9,61,6.21707242452616,5,Curveball,L,L,S,0.7647649148127786,1
8,64,3.164275168503707,1,Curveball,L,R,L,0.41110328824993386,1
2,113,6.490102797335422,5,Curveball,L,S,S,0.22061819620370934,1
1,126,4.1072174826049705,3,Slider,R,S,L,0.3844881182828952,1
1,41,0.31425631074728066,1,Cutter,L,R,R,0.6236831287246436,0
6,147,7.56964707771871,4,Sinker,L,R,L,0.7657429070276289,1
9,57,0.6618725074761747,6,Curveball,R,L,L,0.46981639903254124,1
7,116,4.781468020270049,3,Changeup,L,R,S,0.4016403683809562,1
5,120,7.021342103468126,4,Curveball,R,L,L,0.5919340244331682,0
2,26,0.6381583820015511,7,Sinker,L,R,L,0.3266760374454958,0
1,63,4.431147107328103,5,Fastball,R,L,R,0.6594884031306754,1
2,95,6.594319004195618,3,Slider,L,S,R,0.4484200859468732,1
1,26,7.890597669166366,7,Changeup,L,R,S,0.7863628369930313,1
3,79,5.79461920651217,2,Slider,L,R,R,0.7604712763763504,0
6,20,2.226675003706349,3,Slider,R,L,R,0.5992212660124545,1
8,81,5.596562638763276,3,Fastball,R,L,L,0.5887888320112414,0
3,106,5.646134154461115,6,Curveball,L,R,S,0.273890216582425,1
9,108,5.599728096836939,3,Changeup,L,L,S,0.3685671842171436,1
5,37,6.834083496744846,3,Cutter,R,R,L,0.7171576049976045,1
7,127,0.6990405001559274,0,Slider,R,S,R,0.4177903732491176,1
8,134,0.867358763323467,4,Sinker,L,L,R,0.45447561700215333,1
3,73,5.124936993804464,3,Cutter,R,R,R,0.703893842545309,0
2,86,7.631048768785503,3,Cutter,R,S,S,0.45615548061825895,1
2,112,3.7267091113539674,5,Curveball,R,R,L,0.7100070016912976,1
5,78,7.684501613005401,0,Cutter,R,R,L,0.24165741176227115,1
1,88,7.504682076129232,1,Changeup,R,S,R,0.614645153048573,1
2,117,7.223277905874556,7,Curveball,R,L,S,0.23780558110128702,1
9,27,7.278807798912682,5,Sinker,R,S,L,0.6740074880397784,1
7,74,7.186550346623888,5,Cutter,R,R,R,0.5313308157793959,0
6,148,6.559115068313457,6,Curveball,L,S,R,0.5335235133096343,1
9,75,5.559831668842643,6,Changeup,R,R,L,0.4260129988937446,1
7,123,0.19526542874086594,7,Slider,R,S,L,0.7420017857376819,0
5,133,1.0580287372484198,0,Fastball,R,L,L,0.5054569698840623,0
9,107,1.073856436251737,7,Curveball,R,S,S,0.3562622845366623,0
6,127,0.188322274236719,0,Sinker,L,S,R,0.6944779222405757,1
6,42,0.9336141473890933,6,Fastball,L,L,L,0.7688800483389298,1
4,120,7.35797146853685,0,Slider,L,R,S,0.3453746873222755,1
1,75,5.310434295286288,5,Sinker,R,S,S,0.5631586665431405,1
5,127,2.4965841463633796,5,Changeup,L,R,L,0.5531430736327136,1
9,114,6.34688009789344,6,Sinker,L,S,L,0.5657720877160697,1
8,25,3.9069558956388075,3,Slider,L,L,L,0.5385402521876055,0
8,49,1.1370162953270126,0,Fastball,R,S,L,0.26010639933197366,1
5,148,7.076016649811941,7,Changeup,R,R,S,0.44749195887226434,1
9,70,2.70929556989178,0,Sinker,L,R,L,0.7914294038859369,0
3,125,5.5908738442391535,6,Cutter,L,L,R,0.2529222297054635,0
3,108,2.324753283996859,5,Cutter,R,R,R,0.6017809087945076,1
1,146,4.0005700053904,5,Curveball,R,L,L,0.736579581549484,1
9,65,6.530021692243324,0,Cutter,L,L,L,0.32039462994399903,1
6,140,1.2542187713949415,3,Sinker,R,R,S,0.6814517540493443,1
2,118,7.818011161914227,2,Fastball,L,R,R,0.3450648163772865,0
8,88,0.5617273828858096,2,Cutter,R,L,R,0.21822735032158558,1
9,82,4.272071277924033,7,Curveball,L,R,S,0.5126793055771444,1
9,69,7.328204154815584,1,Changeup,L,L,L,0.6265242198321987,1
2,31,7.565551079060203,3,Cutter,L,S,S,0.31816455925255716,1
2,88,1.856871703038208,5,Curveball,L,R,S,0.2422578552079895,1
7,92,1.151879849718469,0,Cutter,L,R,R,0.5320749043119493,0
4,63,5.795224002543128,6,Cutter,L,L,S,0.2886328512293129,1
1,71,0.33578854620989684,0,Sinker,R,S,R,0.3105891297919498,0
8,28,3.881911752242514,7,Fastball,R,S,R,0.6220736180348325,1
2,137,6.3708418143454555,7,Curveball,L,R,S,0.567264199902721,1
3,29,4.482037796134671,0,Curveball,R,L,S,0.768183792256564,1
5,65,1.50410612619204,7,Slider,R,L,L,0.39404948297704234,0
3,122,3.8963543957597055,7,Slider,R,R,R,0.3286342697062311,1
7,56,7.370197731591143,7,Curveball,L,S,S,0.5934438941487018,0
7,71,4.937703824354214,2,Sinker,L,L,R,0.7831985047680954,1
2,118,5.771925020552159,6,Fastball,R,L,S,0.5320873716032022,0
7,100,2.6901110373001194,5,Cutter,R,R,S,0.37628988669097857,1
6,32,1.5078702013409417,6,Changeup,L,R,L,0.7462818482654983,0
9,120,2.045137839196829,0,Sinker,L,S,L,0.5662375041104747,1
9,147,4.2654207500823595,0,Cutter,R,S,L,0.3276370830361459,1
2,67,2.24176122888563,2,Changeup,R,L,S,0.7697693170378568,0
7,30,4.335718299408809,0,Fastball,R,R,L,0.3638062359236328,1
5,100,5.662335419009415,7,Slider,R,R,R,0.7390902447555412,1
6,24,5.8751670093624115,6,Curveball,R,R,R,0.5687518216058571,0
1,25,1.3174795172887475,1,Fastball,R,S,S,0.5015884271209288,0
7,136,6.003446790670905,5,Changeup,R,S,L,0.3995403009927688,1
6,61,5.3815051167388726,6,Sinker,R,L,S,0.27131114551504293,0
4,100,0.09604106694965342,4,Curveball,R,R,S,0.3468875047718902,1
1,22,0.47097740071800676,6,Changeup,L,S,R,0.39860513150341037,1
9,79,5.169996014883043,6,Cutter,L,R,L,0.3732423048903023,1
4,112,3.069631196509677,1,Cutter,L,S,R,0.24399620282931184,0
2,68,1.168831996605327,7,Sinker,R,R,L,0.5478688820250417,1
8,53,0.35517247335706603,3,Cutter,R,L,L,0.4851077645179769,1
2,56,1.2751867253794469,6,Curveball,L,S,S,0.26387772345155774,1
5,61,7.660111714572933,1,Slider,R,S,L,0.47831237455120257,0
6,20,5.820525132567758,1,Slider,R,L,L,0.24737873213695158,0
8,122,4.221643367474351,6,Changeup,L,L,S,0.7589175990718542,1
1,129,7.532324000436734,6,Slider,L,R,R,0.3554472489055115,1
1,53,4.952883501452831,2,Slider,L,S,R,0.634894608781926,0
4,20,5.805161506245338,3,Changeup,R,R,R,0.35074957018225716,1
5,72,2.2612145480469765,6,Changeup,L,R,L,0.4847077661579757,1
9,41,4.7118547487135665,5,Changeup,L,R,L,0.75995975180731,0
7,35,1.147817954382722,6,Curveball,R,S,S,0.7230122807649793,0
7,138,3.235865161582203,5,Changeup,L,L,S,0.6673284214640215,1
8,105,0.2659225998928809,1,Curveball,R,R,S,0.6741147204017977,1
5,61,1.7330247006614439,4,Curveball,R,S,R,0.6940772444098758,1
5,90,0.5989490353813975,1,Curveball,R,R,L,0.6455815286408901,0
1,136,3.102230556057851,0,Changeup,R,L,S,0.7381133906510837,1
9,39,6.744281317107921,2,Slider,R,L,L,0.4101411617501044,1
6,127,3.0234728507604247,0,Sinker,L,S,S,0.5156765954962255,1
9,149,6.653117007957147,7,Sinker,L,S,S,0.5878485502140454,1
3,26,5.251986500631099,3,Slider,R,L,R,0.3186775346269757,1
5,28,4.076235573046622,3,Changeup,R,S,R,0.5019579069876025,0
2,46,1.8951335460906442,2,Slider,L,L,L,0.2744476078482387,0
